"","cancion","popularidad","artista","artista_completo","album","top_pais","puesto","bailabilidad","energia","nota_musical","volumen","modo","hablado","acustico","instrumental","en_vivo","positividad","tempo","duracion","tiempo_compas","fecha"
"808","Pa Mí - Remix",88,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx","El Top 50 de Argentina",6,0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"809","Con Altura",90,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura","El Top 50 de Argentina",7,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"810","Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",78,"Neo Pistea","Neo Pistea feat. Cro feat. Obie Wanshot feat. Ysy A feat. Cazzu feat. Khea feat. Lucho SSJ feat. Coqeéin Montana feat. Marcianos Crew feat. Duki","Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) [Remix]","El Top 50 de Argentina",8,0.882,0.777,5,-4.445,1,0.0504,0.354,0,0.135,0.533,121.985,456940,4,"2019-03-27"
"811","Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)",74,"Paulo Londra","Paulo Londra feat. Ghetto feat. Justin Quiles","Homerun","El Top 50 de Argentina",9,0.86,0.697,1,-4.727,1,0.0718,0.102,0,0.159,0.586,129.978,268794,4,"2019-05-23"
"812","Tiempo",47,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo","El Top 50 de Argentina",10,0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"813","La Cobra",75,"j mena","j mena","La Cobra","El Top 50 de Argentina",11,0.843,0.729,11,-4.138,0,0.342,0.0576,0,0.0267,0.472,172.017,188227,4,"2019-05-10"
"814","Hope",38,"Mike Wit","Mike Wit","Hope","El Top 50 de Argentina",12,0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-04-12"
"815","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma","El Top 50 de Argentina",13,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"816","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré","El Top 50 de Argentina",14,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"817","Homerun (Intro)",78,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",15,0.822,0.264,5,-9.37,1,0.0593,0.669,0,0.0972,0.672,135.117,149505,4,"2019-05-23"
"818","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir","El Top 50 de Argentina",16,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"819","Adan y Eva",72,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",17,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"820","22",76,"TINI","TINI feat. Greeicy","22","El Top 50 de Argentina",18,0.704,0.643,1,-4.705,0,0.0903,0.00807,0,0.0895,0.806,176.038,159188,4,"2019-05-03"
"821","Que Mas Pues - Remix",87,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños","El Top 50 de Argentina",19,0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"822","Secreto",90,"Anuel Aa","Anuel Aa feat. Karol G","Secreto","El Top 50 de Argentina",20,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"823","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)","El Top 50 de Argentina",21,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"824","11 PM",87,"Maluma","Maluma","11:11","El Top 50 de Argentina",22,0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"825","Callaita",86,"Bad Bunny","Bad Bunny feat. Tainy","Callaita","El Top 50 de Argentina",23,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"826","Cuaderno",83,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx","El Top 50 de Argentina",24,0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"827","HP",77,"Maluma","Maluma","11:11","El Top 50 de Argentina",25,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"828","Por Eso Vine",79,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",26,0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,178534,4,"2019-05-23"
"829","De Beber",32,"Crusy","Crusy feat. Jose De Mara feat. NORII","God Save The Groove Vol. 2: The Miami Edition (Mixed By Kryder)","El Top 50 de Argentina",27,0.694,0.974,9,-2.449,0,0.105,0.00518,0.0593,0.131,0.592,125.007,174240,4,"2019-04-19"
"830","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA","El Top 50 de Argentina",28,0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"831","No Puedo",74,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",29,0.792,0.68,5,-5.392,0,0.119,0.361,0,0.1,0.519,140.041,175029,4,"2019-05-23"
"832","Si Se Da",86,"Myke Towers","Myke Towers feat. Farruko","Si Se Da","El Top 50 de Argentina",30,0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"833","Feel The Gold",56,"GLDN","GLDN feat. Kevu","Feel The Gold","El Top 50 de Argentina",31,0.616,0.762,0,-5.239,1,0.0369,0.0145,0.000907,0.336,0.513,104.99,157732,4,"2019-05-17"
"834","Cristina",73,"Sebastian Yatra","Sebastian Yatra","FANTASÍA","El Top 50 de Argentina",32,0.411,0.508,5,-4.342,1,0.0557,0.29,0,0.123,0.668,81.96,201627,3,"2019-04-12"
"835","Sin Culpa (feat. DrefQuila)",75,"Duki","Duki feat. DrefQuila","Sin Culpa (feat. DrefQuila)","El Top 50 de Argentina",33,0.641,0.652,8,-8.575,0,0.264,0.42,1.74e-06,0.094,0.406,175.022,244771,4,"2018-12-07"
"836","Desconocidos",72,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades","El Top 50 de Argentina",34,0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"837","No Me Conoce - Remix",71,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz","El Top 50 de Argentina",35,0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"838","Contra La Pared",87,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared","El Top 50 de Argentina",36,0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"839","Forever Alone",67,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",37,0.883,0.418,7,-8.095,0,0.0735,0.337,4.67e-05,0.164,0.526,129.965,214310,4,"2019-05-23"
"840","Reggaeton",83,"J Balvin","J Balvin","Reggaeton","El Top 50 de Argentina",38,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"841","Baila Baila Baila",88,"Ozuna","Ozuna","Baila Baila Baila","El Top 50 de Argentina",39,0.816,0.754,11,-2.75,0,0.111,0.0361,0,0.217,0.533,99.966,158400,4,"2019-01-05"
"842","I Don't Care (with Justin Bieber)",99,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)","El Top 50 de Argentina",40,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"843","I Remember",32,"Jose De Mara","Jose De Mara feat. Crusy feat. Brian Cross","I Remember","El Top 50 de Argentina",41,0.653,0.962,0,-3.483,1,0.0545,0.0268,0.0303,0.109,0.639,125.005,236160,4,"2019-05-13"
"844","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]","El Top 50 de Argentina",42,0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"845","Créeme",71,"Karol G","Karol G feat. Maluma","OCEAN","El Top 50 de Argentina",43,0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,214293,4,"2019-05-03"
"846","Demasiado Loco",74,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",44,0.824,0.377,1,-8.859,0,0.452,0.327,0,0.121,0.403,85.014,166549,4,"2019-05-23"
"847","00: 00",68,"Cazzu","Cazzu","Error 93","El Top 50 de Argentina",45,0.671,0.554,7,-7.28,1,0.479,0.643,2.08e-05,0.126,0.24,177.644,180990,4,"2019-06-03"
"848","Y Yo No Sé",73,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",46,0.845,0.553,9,-2.068,0,0.257,0.0748,0.00584,0.184,0.642,159.983,190497,4,"2019-05-23"
"849","Eclipse",71,"Lit Killah","Lit Killah","Eclipse","El Top 50 de Argentina",47,0.715,0.691,4,-5.405,0,0.111,0.413,0,0.166,0.381,93.024,208103,4,"2019-04-25"
"850","Me Voy",72,"Rombai","Rombai","Me Voy","El Top 50 de Argentina",48,0.531,0.752,9,-3.33,0,0.2,0.214,0,0.145,0.884,192.443,177787,4,"2018-09-28"
"851","Maldita Abusadora",72,"Paulo Londra","Paulo Londra","Homerun","El Top 50 de Argentina",49,0.781,0.373,7,-9.35,0,0.121,0.619,0,0.348,0.669,117.98,250297,4,"2019-05-23"
"852","Punto G",72,"Karol G","Karol G","OCEAN","El Top 50 de Argentina",50,0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
